smiles
OC(=O)CCCNCCCC#C
OC(=O)CCCNCCCC#N
OC(=O)CCCNCCCC=C
OC(=O)CCCNCCCC=O
OC(=O)COCCNCCC#C
OC(=O)C1CCOCC1=C
OC(=O)CCN1CCC=N1
OC(=O)CCN1CCN=C1
OC(=O)C1CNCC=CC1
OC(=O)C#CC1CCCN1
OC(=O)C1CNCC1C=C
OC(=O)C1CNCC1C#C
OC(=O)C1CNC=NNC1
OC(=O)C#CC1CCCO1
OC(=O)C1NCCNN=C1
OC(=O)C1NCCOC1=C
OC(=O)C1CNCC=CO1
OC(=O)C1NCCOC=C1
OC(=O)C1OCCC1C#C
OC(=O)C1OCCC1C=C
OC(=O)C1OCCCC1=C
OC(=O)C1OCCCC=C1
OC(=O)C1CCOCC=C1
OC(=O)C#CC1CCNC1
OC(=O)C#CC1CCOC1
OC(=O)CCOCCCCC#N
OC(=O)C1CCON=CC1
OC(=O)CCCCCCCC#N
OC(=O)C1CNCC=NN1
OC(=O)CCNCCOCC#C
OC(=O)CC1COCC1=C
OC(=O)CC1COC=CC1
OC(=O)CC1CNN=CN1
OC(=O)C1NCCCC=C1
OC(=O)C1CNCCC=C1
OC(=O)C1CNCCC1=C
OC(=O)CC1CNN=CC1
OC(=O)CCNCCCCC#C
OC(=O)CCNCCOCC=C
OC(=O)CCNCCCCC#N
OC(=O)CCNCCCCC=O
OC(=O)CCNCCCNN=C
OC(=O)CCNCCCOC=C
OC(=O)CCNCCCON=C
OC(=O)CCNCCNCC#C
OC(=O)CCNCCNCC=C
OC(=O)CCNCCNCC=O
OC(=O)CCNCCNNC=O
OC(=O)CCNCCCCC=C
OC(=O)CCC1CCC=C1
OC(=O)CCC1=NOCC1
OC(=O)CCC1CC=NO1
OC(=O)CNCCCCOC=C
OC(=O)CNCCCCON=C
OC(=O)CNCCCNCC#C
OC(=O)CNCCCNCC=C
OC(=O)CNCCCNCC=O
OC(=O)CNCCCNNC=O
OC(=O)CNCCCOCC#C
OC(=O)CNCCCOCC=C
OC(=O)CNCCCCNN=C
OC(=O)CNCCNCCC#C
OC(=O)CNCCNCCC=O
OC(=O)C1=CCOCCC1
OC(=O)CC=CC=CC#N
OC(=O)CC=CC=CC#C
OC(=O)CNCCOCCC#C
OC(=O)CNCCOCCC=C
OC(=O)C1=CCNCCO1
OC(=O)C1=CCNCCC1
OC(=O)CNCCNCCC=C
OC(=O)CNCCCCCC=O
OC(=O)CNCCCCCC=C
OC(=O)CNCCCCCC#N
OC(=O)C=COC=CC=C
OC(=O)C1=COCCNC1
OC(=O)CNC1CNN=C1
OC(=O)C1=COCCCC1
OC(=O)CNC1COC=C1
OC(=O)C=C1NCCCO1
OC(=O)C1=CNCCOC1
OC(=O)C1=CNCCNC1
OC(=O)C1=CNCCCO1
OC(=O)C1=CNCCCC1
OC(=O)CC1CCOC=C1
OC(=O)C#CCC=CC=C
OC(=O)CC=CC=NN=C
OC(=O)CC=CC=CC=O
OC(=O)CC=CC=CC=C
OC(=O)C#CCC=CC=O
OC(=O)C#CCC=NN=C
OC(=O)CC#CC=CC=C
OC(=O)CNCCCCCC#C
OC(=O)CC1CCOC1=C
OC(=O)CNC1CCC=C1
OC(=O)CC#CC=CC=O
OC(=O)CC#CC=NN=C
OC(=O)CC1CC=CCN1
OC(=O)CC1CC=CCO1
OC(=O)CC1CCC=CC1
OC(=O)CC1OCCC=C1
OC(=O)CC1OCCC1=C
OC(=O)CC1CCC=CO1
OC(=O)CC1CCC=NN1
OC(=O)COC1=CCCC1
OC(=O)CC1=NOCCC1
OC(=O)CC1CCC=NO1
OC(=O)CC1CCCC1=O
OC(=O)CC1CCCC=C1
OC(=O)COC1CC=CC1
OC(=O)CC1CCN=CN1
OC(=O)CC1CCNC1=O
OC(=O)COC1CCC=C1
OC(=O)CC1NCCC=C1
OC(=O)CC1NCCC1=O
OC(=O)CC1CCCC1=C
OC(=O)CC=C1CCCC1
OC(=O)CC1=NNCCC1
OC(=O)CC1=NCCNN1
OC(=O)C1=CCCNCC1
OC(=O)C1=CCCCOC1
OC(=O)C1=CCCCNC1
OC(=O)C1=CCCCCO1
OC(=O)C1=CCCCCC1
OC(=O)CC=CC#CC=O
OC(=O)CC=CC#CC=C
OC(=O)CC1CCNN=C1
OC(=O)CC1=CCCCC1
OC(=O)CC1=CCCCO1
OC(=O)CC1=CCCNC1
OC(=O)CC1=CCCOC1
OC(=O)CC1=CCNCC1
OC(=O)CC1=CCOCC1
OC(=O)CC1=COCCC1
OC(=O)CC=C1CCOC1
OC(=O)CC=C1CCNC1
OC(=O)CC1=NCCCN1
OC(=O)CC=C1CCCO1
OC(=O)C1=CCCOCC1
OC(=O)CC=NN=CC#C
OC(=O)C1CNN=CCN1
OC(=O)C1=NCCCNN1
OC(=O)CCC1=NCCN1
OC(=O)C1=NCCCCN1
OC(=O)C#CC=CCC=C
OC(=O)CCC1=COCC1
OC(=O)C=CC=CCC#C
OC(=O)CCC1=CCOC1
OC(=O)CCC1=CCNC1
OC(=O)CCC1CC=CC1
OC(=O)CCC1=CCCO1
OC(=O)C=CC=CCC#N
OC(=O)C=CC=CCC=C
OC(=O)CCC1=CCCC1
OC(=O)C1CCCC1C#C
OC(=O)C#CC=CCC=O
OC(=O)CN1CCCC=N1
OC(=O)C=CC1CCOC1
OC(=O)CN1NCCN=C1
OC(=O)C=CC1CCNC1
OC(=O)C1CCC=CCC1
OC(=O)CN1CCCC1=O
OC(=O)CN1CCCC1=N
OC(=O)CN1CCCN=C1
OC(=O)C1CCC=NNC1
OC(=O)C=CC#CCC=O
OC(=O)CN1CCN=CN1
OC(=O)CC1CNCC1=C
OC(=O)CN1CCNN=C1
OC(=O)C=CC1CCCC1
OC(=O)C=CC1CCCN1
OC(=O)C=CC1CCCO1
OC(=O)C1CCC=COC1
OC(=O)C=CC#CCC=C
OC(=O)C1CCC=CCO1
OC(=O)C1CCC=CCN1
OC(=O)CCC1=NNCC1
OC(=O)C=CC=CCC=O
OC(=O)CN1NCCC1=N
OC(=O)CCCCOCCC#N
OC(=O)C=CN=CNC=C
OC(=O)CCC1CC=CO1
OC(=O)C=CN=CNN=C
OC(=O)C=CNC=CC=O
OC(=O)C1=NOCCCC1
OC(=O)C1=NNCCNC1
OC(=O)C1=NNCCCC1
OC(=O)CC1CN=CNN1
OC(=O)CC1CCON=C1
OC(=O)C=CNN=CC#C
OC(=O)CC=NN=CC=C
OC(=O)C=CNN=CC=C
OC(=O)CCC1CC=NN1
OC(=O)C=COC=CC#C
OC(=O)CNC1CC=CC1
OC(=O)C=CN1CCCC1
OC(=O)C=CC=COC=C
OC(=O)C1CCCC1C=O
OC(=O)CN=C1CCCN1
OC(=O)C1CC=CCCO1
OC(=O)C1CC=CCCN1
OC(=O)C=CCC#CC=C
OC(=O)CN1CCC=CC1
OC(=O)C=CCC#CC=O
OC(=O)C1CCCC1C#N
OC(=O)CC1CNC=NC1
OC(=O)C#CC=COC=C
OC(=O)C=CCC=CC#C
OC(=O)C=CCC=NN=C
OC(=O)C1CCC=NOC1
OC(=O)CN=C1CCNN1
OC(=O)C=CCC=CC#N
OC(=O)C=CCC=CC=C
OC(=O)C=CCC=CC=O
OC(=O)C1CCCC1C=C
OC(=O)C(CC=C)CC=C
OC(=O)C=C1OCCC=C1
OC(=O)CN1CC=CC=N1
OC(=O)CCCCN=CNC=C
OC(=O)C(CC=C)CC=O
OC(=O)C#CCNCCNN=C
OC(=O)C1CCC=C1C=C
OC(=O)C1=COC=CCC1
OC(=O)C1CN=CN1N=C
OC(=O)CCCCCCOCC=O
OC(=O)CCCCCCOCC#N
OC(=O)C1CC=CC1C#C
OC(=O)C1CCNCCNCC1
OC(=O)C1=CCNC1C=C
OC(=O)CCCCNN=CCC=C
OC(=O)CC=CCC=CCC#N
OC(=O)C=CCOCOCCC=C
OC(=O)C=CCNC1CCCC1
OC(=O)C1OCCNCCC=C1
OC(=O)CC1CCCNCCCN1
OC(=O)CCCCC1COCOC1
OC(=O)CC1=NOCCCCC1
OC(=O)CCC1=COCOCC1
OC(=O)CCCCNCC=CC#C
OC(=O)CCC1CCNN=CC1
OC(=O)CC=C1COCCCO1
OC(=O)CCC1COCC1C#C
OC(=O)C=CC1=COC=C1
OC(=O)C=CC1=CC=CO1
OC(=O)C=CC(=C)CC=C
OC(=O)CC1CCC=CCNC1
OC(=O)CCCCN1CCN=C1
OC(=O)CCC1=COCCNC1
OC(=O)COCOC=CCCC#C
OC(=O)C1CCCCNCCNC1
OC(=O)CCNCCCC=CC=O
OC(=O)CCCCON=CCC=C
OC(=O)CNC1CCNN=CC1
OC(=O)CCOC1CCNN=C1
OC(=O)COC=C1CCCNC1
OC(=O)C1CCC=COCCO1
OC(=O)C1CCOCCCCCO1
OC(=O)C1CCOCCCC1=C
OC(=O)CNCCOC=CCC#C
OC(=O)CNCCCC1CCNC1
OC(=O)CNCCC1CCCNC1
OC(=O)CNC1CCCOC=C1
OC(=O)CNCCC1CC=CC1
OC(=O)C1CCNCC=CCO1
OC(=O)C1C=CC=C1C=C
OC(=O)CNC1CCCOC1=C
OC(=O)C1CCCNC1CC#C
OC(=O)CCNC1CCCCOC1
OC(=O)CCN=CNCCNN=C
OC(=O)COC=NNCCCC=O
OC(=O)CCCNCC=CCC=C
OC(=O)COCC=CCCNN=C
OC(=O)C1CC=CCOCCO1
OC(=O)C1COCC1CCC#C
OC(=O)CCCNCC#CCC=C
OC(=O)CN=C1COCCNN1
OC(=O)COCCN1CCCCC1
OC(=O)CC=CC#CCCNN=C
OC(=O)CC1CC=CCNN=C1
OC(=O)C1CC2CN1CCOC2
OC(=O)C1CCCC1=CCC#N
OC(=O)C=CCC=CCCNN=C
OC(=O)CC1=NOCCC1C=C
OC(=O)C=CNCCC#CCC=C
OC(=O)C1CC2CCOCC2N1
OC(=O)CN1CCC2CCCC12
OC(=O)CC=CC=COCCC#C
OC(=O)CC1=CC=CCCNC1
OC(=O)C=C1NCCCCC1=C
OC(=O)CC=C1COCCCOC1
OC(=O)CNN1CCCCNC1=O
OC(=O)CCC1CNCC=CCN1
OC(=O)C1CCCCCCOC1=C
OC(=O)CC(=C)OCCNN=C
OC(=O)CC1CCCC1NNC=O
OC(=O)C1CCCCC=CCCO1
OC(=O)CCC1CCOC1ON=C
OC(=O)C(CCNN=C)CC=O
OC(=O)C1CCCCC#CCCC1
OC(=O)COC1=CCCCCNC1
OC(=O)C=CNCCOC=CC=C
OC(=O)C1=NOCC1CNN=C
OC(=O)CCC1CCCCN1C=N
OC(=O)C(CCC=C)NNC=O
OC(=O)C1=NOCCCC1C=C
OC(=O)CC#CC1COCCOC1
OC(=O)CNCC=C1CCCNC1
OC(=O)C1CC2COCCC1N2
OC(=O)C=CN=CNC=CC=C
OC(=O)C1CC(=C)C=NN1
OC(=O)C=CCCOCC=CC=C
OC(=O)C1CC#CCCCCCO1
OC(=O)CC#CCNN=CNC=C
OC(=O)CNN=C1CCCCCN1
OC(=O)C=CC1NCCOC=C1
OC(=O)CN=C1NCCCC=C1
OC(=O)CC#CCN1CCC=N1
OC(=O)CC1=NCC=CCCN1
OC(=O)C=CC1CNCC1C#C
OC(=O)CCC1=COC=CCO1
OC(=O)C1CCC2CNCCC12
OC(=O)C1=CCCCON1C=N
OC(=O)CN1OCCC1=NN=C
OC(=O)C1=CCC=CCCCO1
OC(=O)CC#CCCC=CCC=O
OC(=O)CN=CNN=CNCC#C
OC(=O)C=CCC#CCCON=C
OC(=O)C=CCOCOC=CC#C
OC(=O)C1(CC=CC1)C#C
OC(=O)C=NNCC=COCC=O
OC(=O)CN=CNNC1CCNC1
OC(=O)C1CCC=CCOCOC1
OC(=O)CNN=COCC=CC#C
OC(=O)C1CCC=COC1C=C
OC(=O)CNN=CNN=CCC=C
OC(=O)C1=CCCN=CNCC1
OC(=O)CC1=NNCCCCCC1
OC(=O)CCC1C=NNC1C=O
OC(=O)C1=CCCNCC1C#C
OC(=O)CNN=COCC=CC=O
OC(=O)C1CCCCNC1CC#C
OC(=O)CC1COCCC1CC#C
OC(=O)C=CCCC1=NOCC1
OC(=O)C1CNCCCOC=NN1
OC(=O)C1CNCCCN1CC=C
OC(=O)CCCCC1COC=CO1
OC(=O)COCC1=CCCOCC1
OC(=O)CCNC1CCCOC1=C
OC(=O)C#CC=CCNCCC=C
OC(=O)CCNCC1CNCC1=C
OC(=O)C1NCCNCCC1C=C
OC(=O)CNC1COCC1NN=C
OC(=O)CCOC1CCCCC=C1
OC(=O)CCCC1=COCCNC1
OC(=O)C1NCCOC=NN=C1
OC(=O)COC=CCC1CCOC1
OC(=O)CC1NCC2CNCC12
OC(=O)C=COCC=NNCC=O
OC(=O)CCCCCC1=COCC1
OC(=O)CC=COCC#CCC=C
OC(=O)CCN1CCOC=CCC1
OC(=O)CCN1CCCCCN=C1
OC(=O)C1NCCC=C1CC#C
OC(=O)CCCN1CCCC1C=C
OC(=O)CC1COCOCCC1=C
OC(=O)C=NN=CCC#CC=O
OC(=O)CCCNC1=CSN=C1
OC(=O)CCCNC1CCOC1=C
OC(=O)C1NCCCC1OCC=C
OC(=O)C1CCOCCNC1C=C
OC(=O)COCCCC1CC=CC1
OC(=O)C=NN=CCC#CC=C
OC(=O)C1COCCNCCC#C1
OC(=O)CCCOC1C=NN=C1
OC(=O)CCCOC=NN=CC#N
OC(=O)C1COCCC#CC=C1
OC(=O)C#CC1CCCCCNC1
OC(=O)COCC1=NNCCCO1
OC(=O)COCCC1CNCC=C1
OC(=O)CCOC=COC=NN=C
OC(=O)C1OCC2CNCCC12
OC(=O)C=C1CCCCOCCC1
OC(=O)CCC=C1CNN=CO1
OC(=O)C#CCOCC1CCCO1
OC(=O)C1CCCOC1CCC=O
OC(=O)CNC1CC2CCC1N2
OC(=O)CCC1OCCCCC1=C
OC(=O)C#CCN1CCCC1=N
OC(=O)C1=NC(=C)CNN1
OC(=O)C(=C)CCCNCC=O
OC(=O)CC1CCN=CN1N=C
OC(=O)CCC=CC1CNCCN1
OC(=O)C1CCNC1C=NN=C
OC(=O)C=C1CCNCC=NN1
OC(=O)CC1CCCOC=CCO1
OC(=O)CCC=CCC=NNC=O
OC(=O)C1CCNC2COC1C2
OC(=O)CN(CCCC=C)C=N
OC(=O)C#CCNCC1CCNC1
OC(=O)CCOC=NN=CCC#C
OC(=O)CNCC1CCC=CCO1
OC(=O)C1CCOC1COCC=C
OC(=O)CC1CCNCC#CCO1
OC(=O)C=CNN=CC#CC=O
OC(=O)COC1CCNN=CNC1
OC(=O)CC1NCCCNCC#C1
OC(=O)C=C1CCNN=CCN1
OC(=O)COC1CCCC=NNC1
OC(=O)CC1NCCC=CC=C1
OC(=O)CNCC1=NN=CCC1
OC(=O)C=NNCCC1=NOCC1
OC(=O)C1=CNCC1CNCC=C
OC(=O)CC(=C)CCOCCC=O
OC(=O)CC(CCC=C)=NN=C
OC(=O)CC#CCC1NCCC1=C
OC(=O)C1=CCCCCCNN=C1
OC(=O)CC#CC1NCCOC=C1
OC(=O)C1=CCCCNCCC#C1
OC(=O)C1=CCCCNCCC1=O
OC(=O)C1=COC=COCC1=C
OC(=O)CC#CC=C1CCOCO1
OC(=O)C1=CCOCCNN=CN1
OC(=O)C1=CNCCCC1NN=C
OC(=O)C1=CCOCC1OCC#C
OC(=O)C1=CNCCCNN=CO1
OC(=O)C1=CCOC1=CCC=C
OC(=O)C1=CNCC#CCOCC1
OC(=O)CC#CC=NN=CON=C
OC(=O)C1=CCCC=COCOC1
OC(=O)CC(CCCCC#C)C=O
OC(=O)CC1C=NN=CN1C=O
OC(=O)CC(COCCC=C)C#C
OC(=O)CC1CCC=CC1CC=C
OC(=O)CC1CCC=CC1OC=O
OC(=O)CC1CCC=CC=CCC1
OC(=O)CC1CCC=CCOC=C1
OC(=O)C(CCNCC=C)NN=C
OC(=O)C(CCCOCC=C)C=C
OC(=O)C(CCC#N)C=CC=C
OC(=O)CC1CCC=NN1CC=O
OC(=O)C(CC=O)NN=CC#C
OC(=O)C(CC#C)=NNCC=O
OC(=O)C(C=C)=CNCCC=C
OC(=O)C(C=C)=CCCNN=C
OC(=O)C(=O)CCCOCCC=C
OC(=O)C(=C)OC1CCNCC1
OC(=O)C(=C)COC1CCNC1
OC(=O)CC1CCN2CCNCC12
OC(=O)CC1CCN2CCOC1C2
OC(=O)C#CCOC1=NNCCO1
OC(=O)CC1CCNC(=O)NN1
OC(=O)C#CCNN1CCOC1=O
OC(=O)CC1CCNC1C=CC#C
OC(=O)C#CCCOC1=COCC1
OC(=O)C#CCC1CCCOC=C1
OC(=O)CC1CCON=C1CC#C
OC(=O)C#CCC1CCCC1C=O
OC(=O)C#CC1NC2CCC1C2
OC(=O)C#CC1COC=NN=C1
OC(=O)C#CC1CCCC1NN=C
OC(=O)C#CC1CC2CNC1C2
OC(=O)C(CNCCC=C)NN=C
OC(=O)CC1CC=NNCCC1=C
OC(=O)C(CNN=C)OCCC#N
OC(=O)C(COCC#C)=NN=C
OC(=O)CC12CCCC1OCCN2
OC(=O)CC1=CC=CC=NNC1
OC(=O)CC1=CC=NNCCCO1
OC(=O)C1=CCC=COC1C#C
OC(=O)CC1=CCCCC1CC#N
OC(=O)C1=CCC=CCOCOC1
OC(=O)CC1=CCCCOC1C=C
OC(=O)C1=CCC=CCCC#C1
OC(=O)C1=CC=NNCCCCN1
OC(=O)C1=CC=COCC#CC1
OC(=O)CC1=CCNN=CC1=C
OC(=O)C1=CC2CNCCN2C1
OC(=O)CC1=CCOCCC#CC1
OC(=O)C1=CC#CCOCCOC1
OC(=O)CC(CNCC#N)NN=C
OC(=O)C1=CC#CCCC=CO1
OC(=O)C12OCCCC1CCCO2
OC(=O)C12CCCNC1CNCC2
OC(=O)C12CCCC1NCCCN2
OC(=O)C(NCCCON=C)C=C
OC(=O)CC1=NNCCCC#CC1
OC(=O)CC1=NNCCCOC1=O
OC(=O)CC1=NNCCNN1C=C
OC(=O)CC1=NNCCOC1C=C
OC(=O)CC1=NOC=NN=CC1
OC(=O)C(NCCCCC#C)C=C
OC(=O)C(NC=C)=NNCC#C
OC(=O)C1=COCC#CCCCO1
OC(=O)CC1CC2CC1C=NO2
OC(=O)CC1CC2CC1NCCN2
OC(=O)C1=CC#CC=CCCC1
OC(=O)C=NNCC=CC=CC=O
OC(=O)C1NCCCC11CCNC1
OC(=O)C=NNC1COCC1C#C
OC(=O)C1CCCC2COCCC12
OC(=O)C=C1COCCCC1C=O
OC(=O)C1CCCC2NN=CC12
OC(=O)C1CCCC=C1CCC#N
OC(=O)C1CCCC=CCC1C#N
OC(=O)C=C1CNN=CCC1=C
OC(=O)C1CCCC2CCCN1C2
OC(=O)C1CCCCC11CCOC1
OC(=O)C=C1CN2CCC1CC2
OC(=O)C=C1CCOCC1OC=C
OC(=O)C1CCCCON=C1C#C
OC(=O)C1CCCNC(C1)C#C
OC(=O)C1CCCNCC(=C)C1
OC(=O)C1CCCNN=COC1=C
OC(=O)C1CCCCC=COC1=C
OC(=O)C=C1COCCOC=CC1
OC(=O)C=C1CON=CNN=C1
OC(=O)C=C1NCCC=CC1=C
OC(=O)C=CC1=CCCNCCO1
OC(=O)C1CCC=NN=CCCO1
OC(=O)C=CC(CC#N)NN=C
OC(=O)C1CCC=NNCC=CO1
OC(=O)C1CCCC#CCON=C1
OC(=O)C=CC#CC1=CCNC1
OC(=O)C=C1OCCCOCC#C1
